__row,name,ra_1,dec_1,lii,bii,position_flag,radio_detect,flux_6_cm,ref_flux_6_cm,flux_20_cm,ref_flux_20_cm,redshift_flag,redshift,object_type,app_mag_flag,app_mag,bv_color,ub_color,abs_mag,ref_chart,ref_app_mag,ref_redshift,broad_type,class,__x_ra_dec,__y_ra_dec,__z_ra_dec,ra_2,dec_2,plate,mjd,fiberID,Separation
52279,SDSS J00076+0020,1.905,0.33416667,100.16828914,-60.58635094,O,N,,,,,,1.1,Q,V,19.56,0.46,-0.45,-23.7,,3,3,QSO,7200,0.0332418313649023,0.999430320337092,0.00583227557685079,1.9047738,0.33420876,388,51793,478,0.8282837834443768
58950,SDSS J00076+0058,1.91041667,0.97638889,100.62056504,-59.98449947,O,N,,,,2068,,1.846,Q,V,19.71,0.22,-0.91,-24.9,,2068,2068,QSO,7200,0.0333320426341568,0.999299054595514,0.0170403761210635,1.910578,0.97646943,686,52519,444,0.6490641481711805
46727,SDSS J00076-0005,1.915,-0.08861111,99.88746892,-60.98642179,O,N,,,,2068,,1.902,Q,V,20.32,0.13,-0.73,-24.4,,2068,2068,QSO,7200,0.0334167927402413,0.999440306436841,-0.00154655500682948,1.9147859,-0.088858622,686,52519,175,1.17814580463336
22720,SDSS J00076-1022,1.92458333,-10.37277778,89.26582147,-70.33030606,O,N,,,,,,1.263,Q,V,19.15,0.28,-0.57,-24.6,,3,3,QSO,7200,0.0330351404638018,0.983102245002252,-0.180051813004117,1.9246736,-10.373105,651,52141,196,1.2205933866597063
24270,SDSS J00076-0852,1.92458333,-8.87472222,91.36473697,-69.02138158,O,N,,,,,,1.511,Q,V,19.83,0.19,-0.44,-24.4,,3,3,QSO,7200,0.0331819326746231,0.987470676617227,-0.154274502640884,1.9244396,-8.8750434,651,52141,443,1.264226546959923
42336,PB 5750,1.9325,-0.40888889,99.68932606,-61.29258754,O,N,,,,,,1.54,Q,V,18.48,0.26,-0.55,-25.7,,3,3,QSO,7200,0.0337212344630267,0.999405798555609,-0.0071363968300104,1.93244900000002,-0.40901801,9403,58018,48,0.49977598073557994
36038,SDSS J00077-0054,1.93583333,-0.91388889,99.32100026,-61.76609401,O,N,,,,2068,,1.268,Q,V,19.68,0.35,-0.9,-24.0,,2068,2068,QSO,7200,0.0337759406171261,0.999302153056335,-0.015949693802772,1.9359342,-0.9142724,686,52519,125,1.4275808398768521
90036,SDSS J00078+1517,1.95125,15.29611111,107.61970147,-46.27432635,O,N,,,,,,1.24,Q,V,19.22,0.46,-0.57,-24.3,,3,3,QSO,7200,0.0328429742899947,0.964016026433255,0.263807581050328,1.9511987,15.296133,751,52251,553,0.19478997061460393
47023,SDSS J00078-0003,1.9525,-0.06361111,99.97786971,-60.97602205,O,N,,,,2068,,1.234,Q,V,18.86,0.39,-0.64,-24.7,,2068,2068,QSO,7200,0.0340709374352883,0.999418800417016,-0.00111022308227221,1.95226300000002,-0.063962987,9403,58018,24,1.5272927490782229
56467,SDSS J00078+0041,1.955,0.68861111,100.5090749,-60.27036616,O,N,,,,2068,,4.783,Q,V,23.11,2.25,-0.97,-24.5,,2068,2068,QSO,7200,0.0341121024881053,0.999345749141833,0.0120182418010993,1.95486779999999,0.6887808,4217,55478,800,0.7743683778486605
45816,SDSS J00078-0009,1.95875,-0.15388889,99.92522324,-61.06284652,O,N,,,,2068,,0.799,Q,V,19.09,0.19,-0.62,-23.7,,2068,2068,QSO,7200,0.0341798546914649,0.99941208901269,-0.00268586458348321,1.9585551,-0.15409483,686,52519,168,1.0207572526917346
52531,SDSS J00078+0021,1.96916667,0.35277778,100.30402079,-60.59090582,O,N,,,,,,1.27,Q,V,18.79,0.41,-0.67,-24.9,,3,3,QSO,7200,0.0343610250408343,0.999390519337016,0.00615709488582203,1.96900599999998,0.35284799,9407,58041,458,0.6312157727055752
